vo,route_id,F_Class,Urban_Type,Fd_Aid_Rd,Control,Num_Lanes,Opp_Lanes,Surface_Tp,Surface_Wd,Shldr_Rt_W,Shldr_Rt_T,Shldr_Lt_W,Shldr_Lt_T,Shldr_UL_W,Shldr_UL_T,Med_Width,Med_Type,Curb,Lt_Sidewlk,Rt_Sidewlk,Terrain,Toll_Road,City,County,AADT,AADT_Year,Length
2771,B0990,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0681
2772,B0991,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0303
2773,B0992,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.1391
2774,B0993,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0953972
2775,B0993,,,0,,,,,,,,,,,,,,,,,,,46,21,,,0.0611028
2776,B0994,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.1454
2777,B0995,,,0,,,,,,,,,,,,,,,,,,,46,21,,,0.5935
2778,B0996,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.8471
2779,B0997,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.7433
2780,B0998,,,0,,,,,,,,,,,,,,,,,,,46,21,,,0.0126816
2781,B0998,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0242184
2782,B0999,,,0,,,,,,,,,,,,,,,,,,,346,25,,,0.019
2783,B1000,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.1762284
2784,B1000,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.5610726
2785,B1000,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.3275295
2786,B1000,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.8631408
2787,B100001,,,,,,,,,,,,,,,,,,,,,,,,,,1.1933492
2788,B100002,,,,,,,,,,,,,,,,,,,,,,,,,,1.2846681
2789,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.7308475
2790,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.1352051
2791,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.0676026
2792,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,1.0643883
2793,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245258
2794,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.0904333
2795,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.2580449
2796,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.2579914
2797,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.0906544
2798,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.0244099
2799,B100003,,,,,,,,,,,,,,,,,,,,,,,,,,0.525273
2800,B100004,,,,,,,,,,,,,,,,,,,,,,,,,,0.7283232
2801,B100005,,,,,,,,,,,,,,,,,,,,,,,,,,0.9395069
2802,B100006,,,,,,,,,,,,,,,,,,,,,,,,,,0.3361218
2803,B100007,,,,,,,,,,,,,,,,,,,,,,,,,,8.1397541
2804,B100008,,,,,,,,,,,,,,,,,,,,,,,,,,1.0020196
2805,B100009,,,,,,,,,,,,,,,,,,,,,,,,,,5.836521
2806,B100009,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112029
2807,B100009,,,,,,,,,,,,,,,,,,,,,,,,,,0.0110379
2808,B100011,,,,,,,,,,,,,,,,,,,,,,,,,,4.7456929
2809,B1001,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,,305,17,,,0.1427271
2810,B1001,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,,262,9,,,0.3752118
2811,B1002,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.4701728
2812,B1002,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,,262,9,,,0.7105058
2813,B1002,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,1,,305,17,,,0.0873446
2814,B1002,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,2,,305,17,,,0.0136874
2815,B1003,0,1,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,,344,17,,,0.3096927
2816,B1003,0,1,0,0,2,0,5,24,0,0,0,0,0,0,0,0,3,4,4,1,,344,17,,,0.0617082
2817,B1004,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.3731976
2818,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.9183984
2819,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.00143
2820,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.5357477
2821,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0416833
2822,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,2.4632534
2823,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.0021927
2824,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.0016385
2825,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.4794283
2826,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0199775
2827,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.1742094
2828,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0141124
2829,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.2814243
2830,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0035031
2831,B1005,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.0347751
2832,B1005,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0281048
2833,B1005,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.7945403
2834,B1006,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.1830514
2835,B1006,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,2,,35,25,,,0.099487
2836,B1006,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,2,,35,25,,,0.8331517
2837,B1006,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.4178786
2838,B1007,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,2,,35,25,,,0.7849468
2839,B1008,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,2,,35,25,,,0.242727
2840,B1008,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,35,25,,,0.1617155
2841,B1008,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,2,,35,25,,,0.6473309
2842,B1009,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,4.6660946
2843,B1009,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.4132377
2844,B1009,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.359699
2845,B1009,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0405522
2846,B1009,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.2639471
2847,B1009,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,4.34E-05
2848,B1009,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,261,1,,,1.2132315
2849,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,2.0498074
2850,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0251043
2851,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.0220642
2852,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0830116
2853,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.002318
2854,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0264641
2855,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,0.494174
2856,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,36,1,,,3.0075771
2857,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,261,1,,,0.5998253
2858,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0106146
2859,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,261,1,,,0.0071305
2860,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,0.0073887
2861,B1010,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,261,1,,,0.1915453
2862,B1011,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,1,,64,27,,,0.2958935
2863,B1012,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.1684
2864,B1013,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0436
2865,B1014,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.1137
2866,B1015,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.3044
2867,B1016,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.1123
2868,B1017,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.3976
2869,B1018,,,0,,,,,,,,,,,,,,,,,,,189,21,,,0.0459
2870,B1019,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0407231
2871,B1019,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0063721
2872,B1019,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0036834
2873,B1019,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0083335
2874,B1019,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.6138879
2875,B1019,,,0,,,,,,,,,,,,,,,,,,,189,21,,,0.6933
2876,B1020,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0141
2877,B1021,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.3068
2878,B1022,,,0,,,,,,,,,,,,,,,,,,,189,21,,,0.1628
2879,B1023,,,0,,,,,,,,,,,,,,,,,,,73,21,,,3.567204
2880,B1023,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0580508
2881,B1023,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.4855209
2882,B1023,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.013602
2883,B1023,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.081801
2884,B1023,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0154129
2885,B1023,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.1187527
2886,B1023,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0295557
2887,B1024,,,0,,,,,,,,,,,,,,,,,,,73,21,,,1.6028601
2888,B1024,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0670143
2889,B1024,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.0271142
2890,B1024,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.001982
2891,B1024,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.1954793
2892,B1024,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.049218
2893,B1024,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.0360989
2894,B1024,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0001773
2895,B1024,,,0,,,,,,,,,,,,,,,,,,,73,21,,,0.0146447
2896,B1024,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0323112
2897,B1025,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.4409824
2898,B1025,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0234099
2899,B1025,,,0,,,,,,,,,,,,,,,,,,,35,25,,,0.0073077
2900,B1026,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1704177
2901,B1027,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8500847
2902,B1028,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3039417
2903,B1029,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9153742
2904,B1030,,,,,,,,,,,,,,,,,,,,,,,,,,0.1588928
2905,B1030,,,,,,,,,,,,,,,,,,,,,,,,,,0.9876047
2906,B1031,,,0,,,,,,,,,,,,,,,,,,,,,,,0.610789
2907,B1032,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2638174
2908,B1033,,,0,,,,,,,,,,,,,,,,,,,,,,,0.216876
2909,B1034,,,0,,,,,,,,,,,,,,,,,,,,,,,1.1637214
2910,B1035,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6609734
2911,B1036,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9266612
2912,B1037,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3360111
2913,B1038,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1443453
2914,B1039,,,0,,,,,,,,,,,,,,,,,,,,,,,1.3179744
2915,B1040,,,0,,,,,,,,,,,,,,,,,,,,,,,3.6254612
2916,B1041,,,0,,,,,,,,,,,,,,,,,,,,,,,2.449352
2917,B1042,,,0,,,,,,,,,,,,,,,,,,,,,,,1.4252364
2918,B1043,,,0,,,,,,,,,,,,,,,,,,,,,,,0.4159993
2919,B1044,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0451526
2920,B1045,,,0,,,,,,,,,,,,,,,,,,,,,,,8.808446
2921,B1046,,,0,,,,,,,,,,,,,,,,,,,,,,,1.5712612
2922,B1047,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3575261
2923,B1048,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9041945
2924,B1049,,,0,,,,,,,,,,,,,,,,,,,,,,,1.414721
2925,B1050,,,0,,,,,,,,,,,,,,,,,,,,,,,0.5263911
2926,B1051,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1494049
2927,B1052,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0624994
2928,B1053,,,0,,,,,,,,,,,,,,,,,,,,,,,1.0953016
2929,B1054,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6749377
2930,B1055,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3786682
2931,B1056,,,0,,,,,,,,,,,,,,,,,,,,,,,0.362613
2932,B1057,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8482258
2933,B1058,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8376374
2934,B1059,,,0,,,,,,,,,,,,,,,,,,,,,,,5.208847
2935,B1060,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7587563
2936,B1061,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3795408
2937,B1062,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3329689
2938,B1063,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0381041
2939,B1063,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2110195
2940,B1064,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1639354
2941,B1065,,,0,,,,,,,,,,,,,,,,,,,,,,,0.090325
2942,B1065,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2570676
2943,B1066,,,0,,,,,,,,,,,,,,,,,,,,,,,1.2643223
2944,B1067,,,0,,,,,,,,,,,,,,,,,,,,,,,1.9720631
2945,B1068,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9741383
2946,B1069,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8451664
2947,B1070,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0625459
2948,B1071,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1783317
2949,B1072,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9306476
2950,B1073,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9764519
2951,B1074,,,0,,,,,,,,,,,,,,,,,,,,,,,2.4167447
2952,B1075,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3070993
2953,B1076,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0360365
2954,B1077,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3707101
2955,B1078,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1794323
2956,B1079,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1225799
2957,B1080,,,0,,,,,,,,,,,,,,,,,,,,,,,2.7221024
2958,B1081,,,0,,,,,,,,,,,,,,,,,,,,,,,1.0231987
2959,B1082,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1153367
2960,B1084,,,0,,,,,,,,,,,,,,,,,,,,,,,6.2077955
2961,B1085,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9965191
2962,B1086,,,0,,,,,,,,,,,,,,,,,,,,,,,0.5422045
2963,B1087,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1724375
2964,B1088,,,0,,,,,,,,,,,,,,,,,,,,,,,1.2111029
2965,B1089,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0705496
2966,B1090,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1971123
2967,B1091,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1666334
2968,B1092,,,0,,,,,,,,,,,,,,,,,,,,,,,0.064088
2969,B1093,,,0,,,,,,,,,,,,,,,,,,,,,,,0.5516923
2970,B1094,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9725888
2971,B1095,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7148151
2972,B1096,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1601347
2973,B1097,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1531433
2974,B1098,,,0,,,,,,,,,,,,,,,,,,,,,,,0.537446
2975,B1099,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9736583
2976,B1100,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0299056
2977,B1101,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2780859
2978,B1102,,,0,,,,,,,,,,,,,,,,,,,,,,,1.1169221
2979,B1103,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1191899
2980,B1104,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0854277
2981,B1105,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1018524
2982,B1106,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8325011
2983,B1107,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0214575
2984,B1108,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0367498
2985,B1109,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0845984
2986,B1110,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3112099
2987,B1111,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0621006
2988,B1112,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0055752
2989,B1113,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0945795
2990,B1114,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9580571
2991,B1115,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2311822
2992,B1116,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0319394
2993,B1117,,,0,,,,,,,,,,,,,,,,,,,,,,,0.4975164
2994,B1118,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6433672
2995,B1119,,,0,,,,,,,,,,,,,,,,,,,,,,,1.171614
2996,B1120,,,0,,,,,,,,,,,,,,,,,,,,,,,0.187199
2997,B1121,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0614887
2998,B1122,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1137211
2999,B1123,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2764694
3000,B1124,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2514274
3001,B1125,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3701737
3002,B1126,,,,,,,,,,,,,,,,,,,,,,,,,,1.8577807
3003,B1126,,,,0,,,5,18,0,0,0,0,0,0,0,0,0,0,0,1,,,,1154,,0.0295751
3004,B1126,,,,,,,,,,,,,,,,,,,,,,,,,,4.6344789
3005,B1128,,,0,,,,,,,,,,,,,,,,,,,,,,,14.1379303
3006,B1129,,,0,,,,,,,,,,,,,,,,,,,,,,,5.4652465
3007,B1130,,,0,,,,,,,,,,,,,,,,,,,,,,,1.7656299
3008,B1131,,,0,,,,,,,,,,,,,,,,,,,,,,,0.512215
3009,B1132,,,0,,,,,,,,,,,,,,,,,,,,,,,2.8393997
3010,B1133,,,0,,,,,,,,,,,,,,,,,,,,,,,0.5211502
3011,B1133,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0899244
3012,B1134,,,0,,,,,,,,,,,,,,,,,,,,,,,3.8041452
3013,B1135,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6513915
3014,B1136,,,0,,,,,,,,,,,,,,,,,,,,,,,5.3524164
3015,B1137,,,0,,,,,,,,,,,,,,,,,,,,,,,2.3126647
3016,B1138,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3502547
3017,B1139,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1471891
3018,B1140,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2113309
3019,B1141,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1167648
3020,B1142,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8941933
3021,B1143,,,0,,,,,,,,,,,,,,,,,,,,,,,4.3621589
3022,B1144,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1322183
3023,B1145,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0674091
3024,B1146,,,0,,,,,,,,,,,,,,,,,,,,,,,8.6043727
3025,B1147,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1981975
3026,B1148,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0884671
3027,B1149,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0370088
3028,B1150,,,0,,,,,,,,,,,,,,,,,,,,,,,0.4393789
3029,B1151,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8238927
3030,B1152,,,0,,,,,,,,,,,,,,,,,,,,,,,0.4747258
3031,B1153,,,0,,,,,,,,,,,,,,,,,,,,,,,1.2159404
3032,B1154,,,0,,,,,,,,,,,,,,,,,,,,,,,5.9667077
3033,B1155,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0712144
3034,B1156,,,0,,,,,,,,,,,,,,,,,,,,,,,0.5755309
3035,B1157,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0299258
3036,B1158,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1507797
3037,B1159,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0732712
3038,B1160,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7229767
3039,B1161,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1641746
3040,B1162,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3446785
3041,B1163,,,0,,,,,,,,,,,,,,,,,,,,,,,1.0582993
3042,B1164,,,0,,,,,,,,,,,,,,,,,,,,,,,1.7363283
3043,B1165,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9756892
3044,B1166,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7771809
3045,B1167,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2045865
3046,B1168,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6556001
3047,B1169,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1941635
3048,B1170,,,0,,,,,,,,,,,,,,,,,,,,,,,2.1065466
3049,B1171,,,0,,,,,,,,,,,,,,,,,,,,,,,0.879558
3050,B1172,,,0,,,,,,,,,,,,,,,,,,,,,,,0.072697
3051,B1173,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7496802
3052,B1174,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1415106
3053,B1175,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2953265
3054,B1176,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0133251
3055,B1177,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2708741
3056,B1178,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0931026
3057,B1179,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0274487
3058,B1180,,,0,,,,,,,,,,,,,,,,,,,,,,,0.410736
3059,B1181,,,0,,,,,,,,,,,,,,,,,,,,,,,0.4331643
3060,B1182,,,0,,,,,,,,,,,,,,,,,,,,,,,1.56832
3061,B1183,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0304426
3062,B1184,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0324461
3063,B1185,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1341438
3064,B1186,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0799339
3065,B1187,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3564958
3066,B1188,,,0,,,,,,,,,,,,,,,,,,,,,,,0.8144036
3067,B1189,,,0,,,,,,,,,,,,,,,,,,,,,,,4.3873677
3068,B1190,,,0,,,,,,,,,,,,,,,,,,,,,,,1.024689
3069,B1191,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9182783
3070,B1192,,,0,,,,,,,,,,,,,,,,,,,,,,,0.9157618
3071,B1193,,,0,,,,,,,,,,,,,,,,,,,,,,,1.0075563
3072,B1194,,,0,,,,,,,,,,,,,,,,,,,,,,,2.0454473
3073,B1195,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0361718
3074,B1196,,,0,,,,,,,,,,,,,,,,,,,,,,,9.388525
3075,B1196,,,0,,,,,,,,,,,,,,,,,,,,,,,3.074625
3076,B1197,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1643645
3077,B1198,,,0,,,,,,,,,,,,,,,,,,,,,,,5.5675322
3078,B1199,,,0,,,,,,,,,,,,,,,,,,,,,,,0.6309055
3079,B1199,,,0,,,,,,,,,,,,,,,,,,,,,,,12.2204024
3080,B1200,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7109441
3081,B1200,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0319479
3082,B1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,,,,,1.80E-06
3083,B1200,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3846034
3084,B1201,,,0,,,,,,,,,,,,,,,,,,,,,,,0.1309009
3085,B1202,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3099855
3086,B1203,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2475183
3087,B1204,,,0,,,,,,,,,,,,,,,,,,,,,,,0.221913
3088,B1205,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0896573
3089,B1206,,,0,,,,,,,,,,,,,,,,,,,,,,,3.3546427
3090,B1207,,,0,,,,,,,,,,,,,,,,,,,,,,,0.352613
3091,B1208,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0437385
3092,B1209,,,0,,,,,,,,,,,,,,,,,,,,,,,2.0705681
3093,B1210,,,0,,,,,,,,,,,,,,,,,,,,,,,0.7531285
3094,B1211,,,0,,,,,,,,,,,,,,,,,,,,,,,0.0755536
