vo,route_id,F_Class,Urban_Type,Fd_Aid_Rd,Control,Num_Lanes,Opp_Lanes,Surface_Tp,Surface_Wd,Shldr_Rt_W,Shldr_Rt_T,Shldr_Lt_W,Shldr_Lt_T,Shldr_UL_W,Shldr_UL_T,Med_Width,Med_Type,Curb,Lt_Sidewlk,Rt_Sidewlk,Terrain,Toll_Road,City,County,AADT,AADT_Year,Length
7155,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,90,5,0,0,0,1,,114,11,29362,2014,0.6298706
7156,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,130,7,0,0,0,1,,114,11,29362,2014,0.1723199
7157,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,3,130,7,0,0,0,1,,114,11,29362,2014,0.2669293
7158,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,130,7,0,0,0,1,,114,11,29362,2014,0.2266692
7159,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,130,5,0,0,0,1,,74,11,29362,2014,9.77E-05
7160,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,130,5,0,0,0,1,,74,11,29362,2014,0.0061159
7161,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,130,5,0,0,0,1,,74,11,29362,2014,1.3508891
7162,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,100,7,0,0,0,1,,74,11,29362,2014,2.0551716
7163,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,100,7,0,0,0,1,,74,11,29362,2014,0.9149472
7164,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,100,7,0,0,0,1,,74,11,29362,2014,0.5894919
7165,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,96,2,0,0,0,1,,74,11,29362,2014,0.3369923
7166,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,74,11,29362,2014,0.5411367
7167,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,95,7,0,0,0,1,,74,11,39399,2014,1.2260758
7168,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,95,7,0,0,0,1,,337,11,39399,2014,0.0062132
7169,I91 SB,1,3,1,1,2,2,6,22,10,3,4,3,0,0,95,7,0,0,0,1,,337,11,39399,2014,0.1254109
7170,I91 SB,1,3,1,1,2,2,6,22,10,3,0,0,0,0,90,5,0,0,0,1,,337,11,39399,2014,0.1346467
7171,I91 SB,1,3,1,1,2,2,6,22,10,3,0,0,0,0,90,5,0,0,0,1,,337,11,39399,2014,0.0002858
7172,I91 SB,1,5,1,1,2,2,6,22,10,3,0,0,0,0,90,5,0,0,0,1,,337,11,39399,2014,0.4145081
7173,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,5,0,0,0,1,,337,11,33453,2014,0.0206016
7174,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,337,11,33453,2014,0.476617
7175,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,337,11,33453,2014,0.3623941
7176,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,337,11,33453,2014,0.8825011
7177,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,337,11,29477,2014,1.4464505
7178,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,127,15,35708,2014,0.006213
7179,I91 SB,1,5,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,127,15,35708,2014,1.4466526
7180,I91 SB,1,5,1,1,2,2,6,22,10,3,0,0,0,0,90,7,0,0,0,1,,127,15,35708,2014,1.5414033
7181,I91 SB,1,1,1,1,2,2,6,22,10,3,0,0,0,0,90,7,0,0,0,1,,127,15,35708,2014,0.0019135
7182,I91 SB,1,1,1,1,2,2,6,22,10,3,0,0,0,0,90,7,0,0,0,1,,127,15,29477,2014,0.4338188
7183,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,127,15,29477,2014,0.3047098
7184,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,214,15,34536,2014,0.006213
7185,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,214,15,34536,2014,0.1054999
7186,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,90,7,0,0,0,1,,214,15,34536,2014,0.3016042
7187,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,7,0,0,0,1,,214,15,34536,2014,0.9167997
7188,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,7,0,0,0,1,,214,15,29752,2014,1.4569114
7189,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,7,0,0,0,1,,214,15,45276,2014,1.3861677
7190,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,2,0,0,0,1,,214,15,45276,2014,0.4110281
7191,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,2,0,0,0,1,,214,15,52601,2014,0.2530533
7192,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,2,0,0,0,1,,214,15,52601,2014,1.1641187
7193,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,2,0,0,0,1,,214,15,52601,2014,0.045063
7194,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,70,5,0,0,0,1,,87,15,52601,2014,0.4783936
7195,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,5,0,0,0,1,,137,13,52601,2014,0.0062128
7196,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,5,0,0,0,1,,137,13,52601,2014,1.61219
7197,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,5,0,0,0,1,,137,13,52601,2014,0.864474
7198,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,60,5,0,0,0,1,,137,13,52601,2014,0.2100961
7199,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,75,5,0,0,0,1,,137,13,52601,2014,0.5289266
7200,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,52601,2014,0.2661634
7201,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,52601,2014,1.2217375
7202,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,52601,2014,0.3914839
7203,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,52601,2014,0.2771293
7204,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,55636,2014,0.4834015
7205,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,55636,2014,0.4174386
7206,I91 SB,1,1,1,1,2,2,6,22,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,55636,2014,0.2892489
7207,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,5,0,0,0,1,,137,13,65977,2014,0.8026382
7208,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,65977,2014,0.084346
7209,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,65977,2014,0.6030114
7210,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,65977,2014,0.0883269
7211,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,65977,2014,0.4844506
7212,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,81308,2014,0.3323086
7213,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,137,13,81308,2014,0.2827741
7214,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,2,,137,13,81308,2014,0.0264468
7215,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,325,13,70717,2014,0.2619924
7216,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,325,13,70717,2014,0.947939
7217,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,325,13,70717,2014,0.2109895
7218,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,50,2,0,0,0,1,,325,13,70717,2014,0.6310458
7219,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,8,5,1,0,0,1,,325,13,70717,2014,0.3233672
7220,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,8,5,1,0,0,1,,325,13,77539,2014,0.032901
7221,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,8,5,1,0,0,1,,325,13,77539,2014,0.3388321
7222,I91 SB,1,1,1,1,3,3,6,36,10,3,0,0,0,0,8,5,1,0,0,1,,325,13,77539,2014,0.1812145
7223,I91 SB,1,1,1,1,3,3,6,36,10,3,0,0,0,0,8,5,1,0,0,1,,61,13,77539,2014,0.0062136
7224,I91 SB,1,1,1,1,3,3,6,36,10,3,0,0,0,0,8,5,1,0,0,1,,61,13,77539,2014,0.1171755
7225,I91 SB,1,1,1,1,3,3,6,36,10,3,0,0,0,0,8,6,1,0,0,1,,61,13,77539,2014,0.029554
7226,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,8,6,1,0,0,1,,61,13,77539,2014,0.2470154
7227,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,8,6,1,0,0,1,,61,13,113873,2014,0.283564
7228,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,1,0,0,1,,281,13,114695,2014,0.0062134
7229,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,1,0,0,1,,281,13,114695,2014,0.1308741
7230,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,0,0,0,1,,281,13,114695,2014,0.0484544
7231,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,0,0,0,1,,281,13,114695,2014,0.2807365
7232,I91 SB,1,1,1,1,4,4,6,48,12,3,4,3,0,0,12,5,0,0,0,1,,281,13,114695,2014,0.3025281
7233,I91 SB,1,1,1,1,4,4,6,48,12,3,4,3,0,0,8,5,0,0,0,1,,281,13,114695,2014,0.4250079
7234,I91 SB,1,1,1,1,2,2,6,24,10,3,4,3,0,0,8,5,1,0,0,1,,281,13,100362,2014,0.2787497
7235,I91 SB,1,1,1,1,2,2,6,24,10,3,4,3,0,0,8,5,1,0,0,1,,281,13,100362,2014,0.4217171
7236,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,6,6,1,0,0,1,,281,13,105386,2014,0.5274891
7237,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,10,5,1,0,0,1,,281,13,105386,2014,0.396543
7238,I91 SB,1,1,1,1,3,3,6,36,10,3,4,3,0,0,10,5,1,0,0,1,,281,13,105386,2014,0.1525759
7239,I91 SB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.2421577
7240,I91 SB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.223637
7241,I91 SB,1,1,1,1,2,2,6,24,10,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.1023446
7242,I91 SB,1,1,1,1,2,2,6,24,10,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.2276523
7243,I91 SB,1,1,1,1,2,2,6,24,12,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.1447629
7244,I91 SB,1,1,1,1,2,2,6,24,12,3,2,3,0,0,12,5,1,0,0,1,,281,13,105386,2014,0.141137
7245,I91 SB,1,1,1,1,3,3,6,30,1,3,2,3,0,0,12,5,1,0,0,1,,281,13,76164,2014,0.084076
7246,I91 SB,1,1,1,1,3,3,6,36,8,3,2,3,0,0,12,5,1,0,0,1,,281,13,76164,2014,0.453885
7247,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,1,0,0,1,,281,13,76164,2014,0.0639234
7248,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,1,0,0,1,,281,13,76164,2014,0.0377411
7249,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,0,0,0,1,,159,13,76164,2014,0.0062132
7250,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,12,5,0,0,0,1,,159,13,76164,2014,0.3135011
7251,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,26,5,0,0,0,1,,159,13,76164,2014,0.0608506
7252,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,26,5,0,0,0,1,,159,13,76164,2014,2.414271
7253,I91 SB,1,1,1,1,3,3,6,36,12,3,4,3,0,0,26,5,0,0,0,1,,159,13,76164,2014,0.4604078
7254,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,213902,2021,0.6695388
7255,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,213902,2021,0.0005979
7256,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,213902,2021,0.4324568
7257,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,213902,2021,0.0004003
7258,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,199475,2021,0.2674869
7259,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,199475,2021,0.0002988
7260,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,193485,2021,0.0228716
7261,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,193485,2021,0.0002005
7262,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,187378,2021,0.2733388
7263,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,187378,2021,0.0002002
7264,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,50,21,173239,2021,0.4132147
7265,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,189,21,173239,2021,0.2697316
7266,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,2,6,0,0,0,1,,189,21,173239,2021,0.4822275
7267,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,189,21,185186,2021,0.1431049
7268,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,189,21,185186,2021,1.90E-06
7269,I93 NB,1,1,1,1,4,4,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,185186,2021,0.1203288
7270,I93 NB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,185186,2021,1.60E-06
7271,I93 NB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,185186,2021,0.0219959
7272,I93 NB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,193242,2021,0.6749386
7273,I93 NB,1,1,1,1,3,3,6,36,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,193242,2021,0.0269152
7274,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,3,0,0,1,,244,21,199278,2021,0.14453
7275,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,95212,2021,0.2126776
7276,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,108224,2021,0.0116104
7277,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,109239,2021,0.0059337
7278,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,111756,2021,0.0374769
7279,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,125969,2021,0.207536
7280,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,250,5,0,0,0,1,,244,21,190905,2021,0.0276818
7281,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,243,21,190905,2021,0.8564655
7282,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,190905,2021,0.6872919
7283,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,190905,2021,0.0004008
7284,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,244323,2021,0.382349
7285,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,244323,2021,0.0004022
7286,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,238168,2021,0.0067334
7287,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,237923,2021,0.0087506
7288,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,38,5,0,0,0,1,,40,21,233381,2021,0.0353466
7289,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,120,5,0,0,0,1,,40,21,233381,2021,0.1374813
7290,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,0,0,0,0,0,1,,40,21,233381,2021,0.1057309
7291,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,0,0,0,0,0,1,,40,21,233381,2021,0.0001
7292,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,0,0,0,0,0,1,,40,21,227993,2021,0.0623
7293,I93 NB,1,1,1,1,2,2,6,24,10,3,2,3,0,0,0,0,0,0,0,1,,40,21,220885,2021,0.3873276
7294,I93 NB,1,1,1,1,2,2,6,24,10,3,2,3,0,0,0,0,0,0,0,1,,243,21,220885,2021,0.1718982
7295,I93 NB,1,1,1,1,4,4,6,48,10,3,2,3,0,0,0,0,0,0,0,1,,243,21,206401,2021,0.1852043
7296,I93 NB,1,1,1,1,4,4,6,48,10,3,0,0,0,0,22,6,0,0,0,1,,243,21,198571,2021,0.3099026
7297,I93 NB,1,1,1,1,4,4,6,48,10,3,0,0,0,0,22,6,0,0,0,1,,243,21,198571,2021,0.0002999
7298,I93 NB,1,1,1,1,4,4,6,48,10,3,0,0,0,0,22,6,0,0,0,1,,243,21,179925,2021,0.022869
7299,I93 NB,1,1,1,1,4,4,6,48,10,3,0,0,0,0,8,6,0,0,0,1,,243,21,179925,2021,0.6568762
7300,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,243,21,154612,2021,0.6641205
7301,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,243,21,153477,2021,0.0001004
7302,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,243,21,153477,2021,0.159016
7303,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,189,21,153477,2021,0.0860164
7304,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,189,21,152726,2021,0.2137153
7305,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,189,21,150748,2021,1.2219212
7306,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,2,0,0,1,,189,21,96576,2021,0.1997741
7307,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,189,21,172489,2021,0.0032669
7308,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,35,25,172489,2021,0.034056
7309,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,35,25,172489,2021,0.0014009
7310,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,2,0,0,1,,35,25,172489,2021,0.4656544
7311,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,8,6,0,0,0,1,,35,25,172489,2021,0.0229498
7312,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,172489,2021,0.4881851
7313,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,178398,2021,0.0003
7314,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,178398,2021,0.397936
7315,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,181275,2021,0.000201
7316,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,181275,2021,0.2717329
7317,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,188221,2021,0.0002996
7318,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,6,6,0,0,0,1,,35,25,188221,2021,0.120039
7319,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,188221,2021,0.5128013
7320,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,188221,2021,0.7131173
7321,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,199941,2021,0.0001004
7322,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,199941,2021,0.449797
7323,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,205066,2021,0.0392782
7324,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,205066,2021,1.80E-06
7325,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,205066,2021,0.2511082
7326,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,205066,2021,0.0058768
7327,I93 NB,1,1,1,1,4,4,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,172619,2021,0.2794371
7328,I93 NB,1,1,1,1,4,3,6,48,2,3,0,0,0,0,4,6,0,0,0,1,,35,25,85509,2021,0.2396724
7329,I93 NB,1,1,1,1,3,4,6,38,10,3,0,0,0,0,4,6,0,0,0,1,,35,25,53305,2021,0.1123166
7330,I93 NB,1,1,1,1,3,4,6,38,8,3,2,3,0,0,4,6,0,0,0,1,,35,25,4962,2021,0.416062
7331,I93 NB,1,1,1,1,3,4,6,38,8,3,2,3,0,0,4,6,0,0,0,1,,35,25,4962,2021,2.34E-05
7332,I93 NB,1,1,1,1,3,4,6,48,8,3,2,3,0,0,4,6,0,0,0,1,,35,25,75701,2021,0.1506614
7333,I93 NB,1,1,1,1,3,4,6,48,8,3,2,3,0,0,0,0,0,0,0,1,,35,25,75701,2021,0.4134381
7334,I93 NB,1,1,1,1,3,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,75701,2021,0.1112532
7335,I93 NB,1,1,1,1,3,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,75701,2021,0.1563855
7336,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,94647,2021,0.2358443
7337,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,94647,2021,0.1229569
7338,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,107852,2021,0.0002013
7339,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,108084,2021,0.0060555
7340,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,111166,2021,0.0174679
7341,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,111166,2021,0.0591561
7342,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,111166,2021,0.0010955
7343,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,114160,2021,0.0036843
7344,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,118460,2021,0.0756745
7345,I93 NB,1,1,1,1,4,3,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,118460,2021,0.0374714
7346,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,124805,2021,0.0479414
7347,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,124805,2021,0.0113894
7348,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,128487,2021,0.0408604
7349,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,129995,2021,0.0001991
7350,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,130300,2021,0.0080675
7351,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,130628,2021,0.0008003
7352,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,154282,2021,0.4429711
7353,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,0,0,0,0,0,1,,35,25,154282,2021,0.1965193
7354,I93 NB,1,1,1,1,4,4,6,48,1,3,1,3,0,0,8,6,0,0,0,1,,35,25,154282,2021,0.0027766
7355,I93 NB,1,1,1,1,4,4,6,48,4,3,0,0,0,0,8,6,0,0,0,1,,35,25,154282,2021,0.0874636
7356,I93 NB,1,1,1,1,4,4,6,48,4,3,0,0,0,0,5,6,0,0,0,1,,35,25,154282,2021,0.1793752
7357,I93 NB,1,1,1,1,4,4,6,48,4,3,0,0,0,0,5,6,0,0,0,1,,35,25,154282,2021,0.056716
7358,I93 NB,1,1,1,1,4,4,6,48,4,3,0,0,0,0,5,6,0,0,0,1,,35,25,154282,2021,0.1369609
7359,I93 NB,1,1,1,1,4,4,6,48,4,3,0,0,0,0,0,0,0,0,0,1,,35,25,154282,2021,0.050791
7360,I93 NB,1,1,1,1,4,3,6,48,8,3,2,3,0,0,0,0,0,0,0,1,,35,25,149181,2021,0.238008
7361,I93 NB,1,1,1,1,4,3,6,48,8,3,2,3,0,0,0,0,0,0,0,1,,35,25,148543,2021,0.0001
7362,I93 NB,1,1,1,1,4,3,6,48,8,3,2,3,0,0,0,0,0,0,0,1,,35,25,143981,2021,3.91E-05
7363,I93 NB,1,1,1,1,4,3,6,48,8,3,2,3,0,0,0,0,0,0,0,1,,35,25,143981,2021,0.2335347
