GeneID	206014020-W-Milk	206014056-W-Milk	208013840-W-Milk	208024121-W-Milk	810049338-W-Milk	810049344-W-Milk	811035548-W-Milk	811035585-W-Milk	811035588-W-Milk	812007775-W-Milk	812027644-W-Milk	812027654-W-Milk	207016597-W2-Milk	208000940-W2-Milk	208000943-W2-Milk	208000985-W2-Milk	208001021-W2-Milk	209021318-W2-Milk	209021321-W2-Milk	210004788-W2-Milk	210004789-W2-Milk	210004794-W2-Milk	210004803-W2-Milk	210004816-W2-Milk	b1	b2	b3	207016597-W2-Blood	208000916-W2-Blood	208000940-W2-Blood	208000943-W2-Blood	208000985-W2-Blood	208001021-W2-Blood	209021318-W2-Blood	209021321-W2-Blood	210004788-W2-Blood
ENSBTAG00000000005	2	20	1	12	0	1	1	1	0	1	3	0	0	2	5	2	6	0	1	10	1	4	2	3	469	459	833	1	2	4	2	1	2	0	1	3
ENSBTAG00000000008	2	6	0	1	1	0	0	0	0	1	0	0	0	0	1	2	2	0	1	0	0	0	0	2	1	3	2	4	3	2	0	0	5	5	0	1
ENSBTAG00000000009	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000010	3	0	1	1	1	0	0	0	0	3	2	0	0	2	0	0	0	0	0	5	4	7	0	2	227	115	205	1	2	0	0	0	3	0	3	1
ENSBTAG00000000011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000012	1	10	5	1	3	9	2	2	0	2	1	1	7	4	0	9	13	7	6	5	0	0	5	3	111	129	112	2	6	18	1	5	2	2	0	3
ENSBTAG00000000013	3	14	8	10	13	3	1	1	1	9	16	8	18	7	4	8	5	1	1	16	1	9	2	15	933	1336	998	17	18	49	6	37	21	10	9	24
ENSBTAG00000000014	6	9	1	8	2	1	3	0	1	3	8	4	6	6	2	2	4	3	1	8	0	4	1	5	205	102	223	6	2	0	0	0	3	4	2	1
ENSBTAG00000000015	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	11	4	22	0	0	0	0	3	0	1	0	1
ENSBTAG00000000016	8	10	5	0	2	0	7	2	0	8	3	1	0	19	1	32	4	26	7	5	0	12	10	15	15	12	13	56	18	36	20	26	42	30	21	32
ENSBTAG00000000019	1	8	4	9	7	2	1	4	0	0	10	1	26	2	4	8	6	0	2	31	2	7	3	0	835	772	1028	5	6	3	3	3	5	9	6	2
ENSBTAG00000000020	0	1	3	0	0	0	0	4	3	2	6	0	0	0	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000021	7	0	0	5	1	2	0	0	0	0	0	1	2	0	0	1	0	1	0	3	0	2	0	2	150	149	185	0	1	0	0	0	0	1	1	0
ENSBTAG00000000022	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	74	88	69	1	0	0	0	0	1	1	1	0
ENSBTAG00000000023	3	9	1	9	0	7	7	0	3	4	1	2	10	4	2	4	5	3	4	19	0	2	0	2	208	190	200	6	4	2	0	0	4	5	3	2
ENSBTAG00000000024	10	7	8	7	0	1	0	0	1	3	7	5	3	0	2	1	1	0	1	5	0	0	2	0	282	246	342	0	1	0	0	0	0	0	0	1
ENSBTAG00000000025	19	15	9	42	17	4	5	1	8	8	14	5	20	3	7	5	6	2	5	33	3	4	10	8	834	1053	835	10	9	4	2	0	7	14	7	1
ENSBTAG00000000026	4	6	0	9	1	0	3	0	0	4	1	0	0	14	4	4	0	1	2	4	1	0	4	0	111	60	128	1	7	0	1	2	2	6	1	3
ENSBTAG00000000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000030	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	3	0	0	0	0	7	4	7	0	1	0	0	0	0	1	0	0
ENSBTAG00000000031	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2	0	1	1	3	0	0	0	0	1	0	0	0	0
ENSBTAG00000000032	0	10	2	0	2	0	0	0	0	1	0	0	0	5	0	2	5	0	2	0	1	1	0	3	91	49	92	6	3	4	2	5	5	11	1	3
ENSBTAG00000000033	40	128	109	19	5	11	11	46	2	105	14	3	11	109	58	222	73	94	48	58	21	35	80	90	67	31	51	34	19	38	21	28	54	23	14	42
ENSBTAG00000000037	3	3	2	4	0	0	0	0	0	5	8	0	0	0	2	0	0	1	0	2	3	0	0	0	163	153	127	5	1	4	1	0	4	9	5	1
ENSBTAG00000000039	6	4	0	3	0	4	0	0	0	0	0	0	0	8	1	0	2	0	2	2	0	4	1	0	258	141	287	7	3	0	0	0	0	5	4	3
ENSBTAG00000000040	2	3	0	0	0	0	2	0	1	2	0	0	0	5	2	2	2	0	1	2	0	5	4	0	86	90	132	0	0	0	1	0	0	1	1	1
ENSBTAG00000000042	2	1	3	13	1	0	0	1	1	4	6	0	0	0	1	1	0	0	4	14	1	2	1	2	4	5	12	2	0	0	0	0	1	0	0	0
ENSBTAG00000000044	0	0	1	0	0	0	0	0	0	1	0	1	4	0	0	1	2	3	1	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSBTAG00000000046	24	32	11	33	24	22	22	11	9	15	32	6	82	81	27	37	69	39	35	42	23	87	50	14	43	51	52	22	27	8	21	6	18	19	17	8
ENSBTAG00000000049	0	0	0	0	3	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	1	0	0	76	63	77	3	1	0	0	0	2	0	0	1
ENSBTAG00000000050	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	22	18	28	0	0	0	0	0	0	0	0	0
ENSBTAG00000000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000053	6	16	0	14	1	4	5	1	0	14	12	1	0	4	8	16	8	6	3	4	3	17	12	14	1	5	4	0	1	0	0	0	0	0	0	2
ENSBTAG00000000054	4	1	1	3	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	2	0	1	1	0	57	36	88	2	0	1	0	1	0	1	2	1
ENSBTAG00000000056	0	4	4	2	3	8	0	0	0	0	0	0	0	1	1	2	3	2	2	2	0	0	7	5	132	66	136	6	4	5	7	8	11	10	5	7
ENSBTAG00000000057	10	5	0	0	4	0	4	0	0	1	0	0	2	8	5	2	8	7	5	15	6	2	2	11	2	1	2	3	5	5	2	1	4	4	0	5
ENSBTAG00000000059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000061	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000064	2	4	0	2	1	7	0	0	0	0	3	1	1	3	2	1	0	2	2	5	0	0	0	0	72	54	72	3	2	0	1	0	0	1	0	0
ENSBTAG00000000065	4	2	0	3	0	0	0	0	1	3	2	0	6	0	0	0	0	0	0	3	2	0	1	4	403	539	417	2	4	1	0	0	1	6	2	1
ENSBTAG00000000066	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
ENSBTAG00000000067	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	42	22	65	0	1	0	0	0	0	0	0	0
ENSBTAG00000000070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000072	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	141	180	146	1	1	0	0	0	0	0	1	0
ENSBTAG00000000073	6	7	1	7	1	0	3	0	0	4	6	0	0	5	4	5	3	3	5	19	0	3	0	2	280	143	331	8	5	1	0	0	2	5	4	1
ENSBTAG00000000074	3	0	1	0	4	2	0	1	0	3	0	1	1	0	0	1	0	0	2	3	0	0	1	1	9	7	15	0	0	0	1	0	0	0	0	0
ENSBTAG00000000076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0
ENSBTAG00000000077	5	5	4	4	1	2	0	0	1	1	2	0	2	2	0	4	1	4	0	5	0	4	0	2	290	195	332	9	5	0	3	1	2	5	0	0
ENSBTAG00000000078	6	22	6	16	4	3	12	4	1	2	36	8	88	10	16	4	13	5	23	19	2	9	14	10	1387	1166	1356	19	9	5	2	8	9	3	9	2
ENSBTAG00000000079	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	1	5	1	0	1	0	0	1	1	17	20	18	2	2	3	0	0	1	1	0	2
ENSBTAG00000000080	1	3	0	2	2	0	0	0	1	0	0	0	2	0	0	1	6	2	0	2	0	2	2	1	70	43	59	3	3	1	0	0	0	4	0	2
ENSBTAG00000000081	4	15	21	7	15	2	5	2	0	7	1	1	7	6	6	14	8	8	4	14	1	12	4	2	293	256	396	2	0	3	1	0	9	3	3	3
ENSBTAG00000000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000084	1	0	1	6	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	9	3	3	6	0	80	96	110	2	1	1	0	0	2	3	1	0
ENSBTAG00000000085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	1
ENSBTAG00000000087	16	11	2	15	2	5	4	0	0	9	22	6	47	9	1	1	27	4	2	37	3	7	4	3	676	908	802	11	3	5	3	0	5	2	4	0
ENSBTAG00000000088	7	11	10	5	2	0	6	0	0	7	5	2	19	0	5	4	3	1	3	10	2	0	2	1	100	118	144	1	3	1	0	0	0	1	0	0
ENSBTAG00000000090	2	0	0	0	0	2	0	0	0	4	0	0	0	0	0	1	2	1	0	0	0	0	0	0	33	21	51	0	0	0	0	0	0	1	0	0
ENSBTAG00000000091	1	2	2	9	0	3	0	0	0	2	12	2	14	1	2	1	0	1	0	6	3	4	1	1	283	129	235	1	2	0	0	0	0	4	0	1
ENSBTAG00000000092	1	3	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	2	2	4	0	1	2	0	146	93	193	0	2	0	1	0	0	3	1	1
ENSBTAG00000000094	0	0	4	1	2	0	0	0	0	1	0	0	1	9	0	1	0	0	2	3	0	1	1	0	89	89	102	1	0	0	0	1	0	1	0	1
ENSBTAG00000000095	5	11	5	3	11	0	5	3	0	4	0	0	0	8	10	1	1	3	11	2	1	6	3	5	151	144	143	1	0	0	0	3	0	2	0	0
ENSBTAG00000000097	12	17	28	7	0	3	0	0	0	1	4	2	2	7	5	5	1	1	4	13	0	5	5	4	480	478	648	4	4	9	1	1	3	7	3	2
ENSBTAG00000000098	9	46	6	22	23	10	18	3	0	10	19	12	28	42	14	28	13	9	26	33	7	42	12	15	277	201	372	19	11	16	13	7	13	21	11	13
ENSBTAG00000000099	38	21	17	33	2	16	5	7	0	8	27	1	4	22	12	14	22	11	8	31	12	26	8	7	983	692	1165	12	3	9	3	1	6	9	6	3
ENSBTAG00000000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000103	2	4	7	5	0	0	0	0	0	2	1	1	5	0	4	0	0	0	0	7	0	1	0	0	49	15	38	2	1	0	0	0	0	4	0	0
ENSBTAG00000000105	14	14	0	7	2	17	6	0	1	6	20	9	32	14	4	5	14	4	5	22	0	6	7	1	1736	1812	1821	11	3	3	1	0	3	9	10	4
ENSBTAG00000000106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000108	4	5	0	2	1	0	0	0	5	0	5	1	0	2	2	7	4	0	2	8	1	2	4	0	536	541	584	3	1	2	1	0	4	2	4	0
ENSBTAG00000000109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000111	64	58	34	114	72	17	109	35	18	47	89	32	86	44	77	39	75	42	162	102	47	63	58	28	1257	1331	1266	26	24	21	18	22	25	30	20	25
ENSBTAG00000000113	10	46	6	15	7	2	15	3	1	7	0	0	8	21	23	14	16	17	13	20	0	8	4	6	694	492	947	14	10	7	6	1	6	12	11	5
ENSBTAG00000000115	3	4	1	4	5	0	4	0	8	3	17	1	4	5	2	1	1	1	7	1	0	7	7	4	517	614	604	3	1	4	1	1	3	2	1	1
ENSBTAG00000000118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000120	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	1	1	0	0	0	1	1	0	0	1
ENSBTAG00000000125	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	4	0	0	0	0	46	30	69	0	0	0	0	0	2	2	0	0
ENSBTAG00000000128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000130	6	6	8	7	8	10	3	2	0	4	1	3	3	10	10	12	14	4	2	8	1	22	3	1	280	204	397	5	7	1	2	2	6	6	1	7
ENSBTAG00000000131	4	6	2	1	0	4	0	0	0	0	1	0	0	0	1	4	0	0	0	8	0	0	1	1	211	154	281	4	2	0	0	0	2	2	1	0
ENSBTAG00000000132	47	90	51	80	35	20	12	8	1	29	70	48	181	42	56	32	56	29	24	112	8	44	19	24	2151	1473	2415	16	20	0	2	1	16	28	18	6
ENSBTAG00000000133	204	210	55	181	60	116	142	8	3	91	318	177	164	142	146	120	149	110	73	567	28	131	46	95	1060	645	1003	35	44	35	16	22	40	19	20	17
ENSBTAG00000000134	4	4	0	7	0	0	2	1	0	1	2	0	2	4	0	0	0	0	0	6	1	2	0	3	235	194	304	1	2	4	1	2	0	2	3	0
ENSBTAG00000000137	9	19	19	11	15	0	0	0	6	16	19	7	6	1	4	15	1	5	8	25	4	11	9	17	469	466	773	13	7	14	5	10	13	9	4	13
ENSBTAG00000000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000139	7	8	9	9	4	0	23	1	0	7	4	0	3	7	6	12	3	8	6	14	6	2	14	2	163	170	238	11	9	10	3	12	6	4	4	13
ENSBTAG00000000140	7	36	24	10	10	1	15	10	0	25	11	4	6	37	12	36	25	19	21	25	11	8	34	26	197	130	341	22	18	26	14	27	23	15	14	18
ENSBTAG00000000141	4	2	2	6	0	1	0	1	0	0	3	2	7	0	4	1	1	1	2	5	0	6	0	0	211	239	193	0	1	0	0	0	0	2	0	0
ENSBTAG00000000144	0	2	0	5	1	0	0	1	1	7	3	0	4	5	1	12	10	18	2	12	0	1	27	4	521	554	519	22	12	18	9	10	22	24	16	8
ENSBTAG00000000145	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000146	6	4	1	3	0	0	0	1	0	5	0	0	0	3	1	3	2	4	4	12	1	2	7	11	31	21	46	7	9	11	4	13	10	1	4	3
ENSBTAG00000000147	2	3	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	3	0	0	1	53	87	113	1	3	0	0	0	2	2	3	0
ENSBTAG00000000149	1	7	3	3	5	0	4	0	0	3	0	0	0	3	3	3	4	0	0	4	0	3	1	4	207	227	264	6	3	2	0	2	2	3	1	0
ENSBTAG00000000152	39	86	16	30	16	26	6	4	1	19	31	14	7	11	18	22	12	10	10	64	11	13	17	20	1851	1987	2707	30	17	15	10	0	16	24	11	13
ENSBTAG00000000153	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	17	0	0	0	0	0	1	0	0	0
ENSBTAG00000000154	0	0	0	1	0	8	0	0	0	1	2	0	0	2	2	1	1	0	1	1	0	0	0	0	53	24	63	1	1	0	1	0	1	0	1	0
ENSBTAG00000000156	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	182	168	283	31	33	6	13	3	24	24	8	7
ENSBTAG00000000157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	41	25	2	0	0	1	0	0	0	0	0
ENSBTAG00000000158	0	3	0	1	0	0	0	2	0	3	0	0	0	0	0	3	0	0	3	1	0	0	8	4	1	1	1	9	6	20	4	8	9	8	8	6
ENSBTAG00000000160	2	7	5	7	0	0	0	3	1	2	1	1	0	0	2	1	3	3	1	2	0	0	1	0	17	25	20	0	0	0	0	0	0	1	0	0
ENSBTAG00000000161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	0	0	0	0	0	0	0	0
ENSBTAG00000000162	4	1	2	6	5	3	9	2	0	4	10	2	7	0	15	3	8	5	10	7	15	5	4	0	234	264	226	3	2	5	0	0	3	3	2	1
ENSBTAG00000000163	11	23	0	16	4	1	29	3	0	15	10	2	4	39	35	9	49	28	44	14	1	13	10	4	397	230	445	7	1	1	0	0	0	3	4	0
ENSBTAG00000000164	1	0	1	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1
ENSBTAG00000000168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	6	6	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000000170	6	17	10	2	1	17	7	1	0	3	8	0	2	7	35	47	40	23	16	27	6	9	5	9	0	0	1	0	3	1	1	0	0	1	0	3
ENSBTAG00000000171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
ENSBTAG00000000175	4	10	11	4	2	3	0	0	0	6	9	1	2	2	4	3	0	1	1	10	2	2	1	1	265	374	391	1	1	1	0	0	0	0	0	2
ENSBTAG00000000176	13	14	6	11	7	0	5	0	0	5	12	5	13	4	4	7	12	1	3	19	6	8	7	1	1396	1418	1461	7	8	4	4	0	4	10	6	5
ENSBTAG00000000177	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	6	2	8	1	0	0	0	0	0	0	0	0
ENSBTAG00000000181	0	1	0	2	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	2	0	1	3	1	258	87	237	2	3	0	1	0	1	4	3	2
ENSBTAG00000000182	4	3	5	33	5	0	0	2	2	7	5	0	2	1	5	1	7	6	4	10	0	1	2	1	26	23	34	0	1	0	0	2	1	1	0	0
ENSBTAG00000000183	20	18	0	7	0	0	0	1	0	5	8	1	4	3	0	3	8	3	0	16	0	6	0	1	859	1090	743	18	1	5	3	0	8	16	8	2
ENSBTAG00000000184	10	13	2	7	3	0	7	0	0	2	5	5	1	2	4	3	10	4	7	5	6	8	3	4	474	482	642	7	6	2	1	0	5	9	1	5
ENSBTAG00000000185	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000000186	5	3	4	0	1	0	0	0	0	0	0	0	0	8	1	1	0	0	4	3	2	1	3	2	35	16	34	0	0	1	3	5	2	4	1	1
ENSBTAG00000000188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000191	1	3	1	1	1	0	0	1	1	0	6	0	0	5	0	1	1	3	0	0	0	0	1	1	374	246	377	3	4	0	0	0	0	2	0	1
ENSBTAG00000000195	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	36	42	56	0	2	2	0	1	1	0	1	4
ENSBTAG00000000197	4	0	0	0	0	0	0	0	0	2	0	6	2	0	0	2	0	0	4	7	1	1	0	0	43	55	40	2	3	2	0	0	2	1	0	0
ENSBTAG00000000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000199	0	9	0	9	8	5	1	1	2	3	3	3	3	2	3	4	16	0	1	8	3	0	3	0	71	75	108	4	1	2	1	0	0	2	1	2
ENSBTAG00000000201	7	6	1	8	1	0	0	1	0	0	1	1	4	2	3	3	0	2	3	5	1	3	5	0	426	464	572	2	4	2	1	0	0	2	1	0
ENSBTAG00000000202	0	13	2	4	2	1	0	2	0	2	0	0	2	5	15	2	7	18	9	7	0	5	1	3	323	164	357	2	4	0	1	1	1	4	1	1
ENSBTAG00000000203	25	51	14	50	24	22	8	10	12	9	59	22	98	10	27	10	40	15	6	103	15	42	5	22	1264	1376	1117	23	11	2	4	1	17	26	13	5
ENSBTAG00000000204	0	1	0	0	0	0	4	0	0	0	0	0	1	5	1	4	0	0	0	2	2	8	0	3	153	130	202	2	3	0	1	2	2	3	2	0
ENSBTAG00000000205	3	4	0	8	0	0	0	0	0	0	6	1	1	1	1	1	0	1	0	3	0	0	0	0	450	488	565	2	0	3	1	0	3	5	2	0
ENSBTAG00000000207	2	2	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	107	99	122	1	1	0	1	0	1	2	0	0
ENSBTAG00000000210	8	16	9	8	6	0	7	1	0	5	5	0	3	11	12	21	7	4	10	8	6	16	7	9	124	93	225	16	6	26	4	20	23	17	10	16
ENSBTAG00000000211	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	16	0	0	0	0	0	0	0	0	0
ENSBTAG00000000212	7	26	7	10	2	1	9	0	0	9	14	0	3	11	18	8	15	11	8	21	1	17	2	13	1293	689	1391	11	7	5	5	1	8	19	9	13
ENSBTAG00000000213	9	3	2	3	0	0	1	1	1	3	0	0	5	11	1	1	3	1	7	8	2	3	8	2	105	84	141	2	2	2	4	2	2	5	3	1
ENSBTAG00000000214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
ENSBTAG00000000215	53	43	33	58	14	14	15	3	1	23	29	2	6	27	20	8	52	18	13	39	8	24	16	18	2022	1660	2373	30	24	9	7	1	10	27	21	6
ENSBTAG00000000218	4	1	0	7	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	1	0	0	1	0	112	87	121	1	0	0	0	0	0	2	1	0
ENSBTAG00000000219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000220	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000221	3	3	0	2	0	3	0	1	0	1	2	2	8	0	1	3	3	0	0	4	0	1	1	7	93	117	100	5	3	1	1	0	3	0	2	0
ENSBTAG00000000222	14	24	0	1	5	0	6	0	1	3	10	1	2	11	7	13	4	2	2	12	4	9	9	0	821	911	1024	19	5	15	12	1	7	18	11	11
ENSBTAG00000000223	0	3	12	11	9	0	0	2	0	3	12	0	0	5	3	3	0	0	2	8	1	8	7	3	540	556	663	8	1	4	0	0	0	7	5	0
ENSBTAG00000000224	3	1	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	42	22	36	0	0	0	0	0	0	0	0	0
ENSBTAG00000000225	3	2	3	3	3	0	4	3	0	1	5	0	3	3	3	0	0	1	3	7	0	4	0	2	158	153	144	0	0	0	2	0	0	0	2	0
ENSBTAG00000000226	2	4	0	1	0	1	12	0	0	0	3	0	0	1	8	1	10	12	11	2	0	4	1	0	0	0	0	1	0	2	0	1	0	0	0	0
ENSBTAG00000000228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000231	5	0	0	0	3	0	0	0	0	0	4	1	7	0	0	1	0	0	0	5	1	0	7	1	37	33	48	0	0	0	0	0	0	0	0	0
ENSBTAG00000000232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000233	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000236	40	58	13	56	54	15	3	10	5	33	85	20	74	21	25	18	21	14	11	49	16	23	23	22	1008	903	1022	43	19	11	12	0	23	43	17	8
