GeneID	206014020-W-Milk	206014056-W-Milk	208013840-W-Milk	208024121-W-Milk	810049338-W-Milk	810049344-W-Milk	811035548-W-Milk	811035585-W-Milk	811035588-W-Milk	812007775-W-Milk	812027644-W-Milk	812027654-W-Milk	207016597-W2-Milk	208000940-W2-Milk	208000943-W2-Milk	208000985-W2-Milk	208001021-W2-Milk	209021318-W2-Milk	209021321-W2-Milk	210004788-W2-Milk	210004789-W2-Milk	210004794-W2-Milk	210004803-W2-Milk	210004816-W2-Milk	b1	b2	b3	207016597-W2-Blood	208000916-W2-Blood	208000940-W2-Blood	208000943-W2-Blood	208000985-W2-Blood	208001021-W2-Blood	209021318-W2-Blood	209021321-W2-Blood	210004788-W2-Blood
ENSBTAG00000001902	9	10	12	14	10	1	0	5	3	6	21	12	7	1	6	12	1	2	7	18	14	7	4	8	393	420	554	12	12	6	2	6	9	8	6	5
ENSBTAG00000001903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
ENSBTAG00000001904	54	175	84	25	29	47	103	30	1	116	39	3	13	133	64	148	145	131	146	80	12	143	145	60	168	100	174	117	85	93	72	45	80	115	69	60
ENSBTAG00000001906	55	164	78	37	27	34	106	29	7	101	33	14	24	108	90	113	141	118	135	72	18	98	108	69	63	44	92	64	52	81	50	61	71	68	58	51
ENSBTAG00000001908	15	10	1	7	4	7	2	1	1	4	6	2	37	2	2	2	2	1	1	16	5	4	1	2	390	384	379	5	1	3	0	0	1	4	2	0
ENSBTAG00000001911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000001912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001918	3	0	0	0	0	0	6	0	0	2	4	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	1	0	0	1	0	2	1	0	2	0
ENSBTAG00000001919	4	1	0	1	2	0	0	0	1	8	8	4	3	0	3	3	0	0	1	14	4	4	0	3	74	42	72	3	2	1	1	0	3	1	1	3
ENSBTAG00000001920	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	31	32	33	2	1	1	1	0	0	0	0	0
ENSBTAG00000001922	1	2	11	2	0	0	0	0	2	0	0	3	1	1	0	1	0	0	0	8	2	0	0	0	77	54	75	2	2	1	0	0	0	0	1	0
ENSBTAG00000001925	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001926	20	12	6	20	23	2	2	2	3	14	8	4	17	2	7	5	8	11	4	29	4	3	5	5	932	1044	1081	7	3	3	2	0	1	11	3	4
ENSBTAG00000001927	4	0	7	3	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	3	0	4	0	0	4	8	4	0	3	0	0	0	0	2	0	0
ENSBTAG00000001928	38	24	14	70	27	13	5	7	2	15	28	15	30	38	30	16	42	25	12	81	4	20	14	11	1041	854	1265	17	11	11	8	0	12	23	7	4
ENSBTAG00000001931	7	16	6	4	6	0	0	1	0	7	4	2	0	6	3	24	7	12	1	17	9	6	4	3	164	83	253	12	23	3	5	13	7	22	8	11
ENSBTAG00000001932	9	13	7	9	0	0	8	5	0	9	6	2	0	5	13	7	5	6	2	19	4	3	1	4	207	97	304	9	3	1	0	0	3	6	4	0
ENSBTAG00000001933	2	5	0	3	3	0	1	1	0	4	6	2	9	5	7	3	8	3	1	16	3	4	1	1	258	116	260	2	2	3	4	0	4	1	1	1
ENSBTAG00000001936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
ENSBTAG00000001937	3	8	3	4	2	7	1	1	0	4	2	0	2	7	4	4	9	2	4	11	0	7	5	1	57	30	70	1	0	0	0	1	1	4	1	0
ENSBTAG00000001938	6	5	0	4	2	3	3	1	0	0	8	5	11	7	2	4	8	0	1	6	0	2	5	0	49	54	51	6	3	5	1	0	6	3	0	4
ENSBTAG00000001939	8	12	2	8	5	3	0	1	1	3	2	0	1	6	4	12	2	3	4	1	4	4	6	8	316	240	371	5	4	5	3	8	4	7	8	4
ENSBTAG00000001941	8	76	5	3	3	0	23	2	0	7	20	6	8	26	16	15	40	18	37	8	0	12	7	17	663	390	835	4	9	3	4	9	4	9	3	3
ENSBTAG00000001942	3	6	3	3	0	0	1	0	0	2	0	0	0	2	6	2	3	3	2	5	0	3	1	4	266	272	344	5	0	2	1	0	3	1	3	1
ENSBTAG00000001945	71	153	70	81	93	49	28	26	36	87	56	23	52	36	56	114	87	27	38	105	28	50	118	81	339	236	274	34	37	126	32	91	64	27	18	54
ENSBTAG00000001947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001948	6	16	3	12	6	2	2	3	1	1	3	3	20	11	7	4	16	2	10	13	1	8	5	1	399	271	394	5	0	3	1	1	2	3	0	0
ENSBTAG00000001949	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	29	34	0	2	1	2	3	0	0	1	0
ENSBTAG00000001950	14	6	0	11	3	0	3	2	1	4	17	4	4	3	3	3	9	5	2	32	3	0	5	1	150	79	169	7	4	0	1	1	6	4	1	2
ENSBTAG00000001952	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001956	0	0	0	1	1	0	3	1	0	1	1	1	6	0	5	0	0	0	0	3	0	0	1	0	70	98	70	0	1	0	0	0	0	0	0	0
ENSBTAG00000001957	0	4	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	79	75	66	1	0	3	0	0	0	2	0	1
ENSBTAG00000001959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000001961	4	51	7	4	5	0	89	3	0	8	3	3	2	3	9	6	6	4	11	4	0	3	7	17	3	5	10	1	1	0	1	9	2	1	1	1
ENSBTAG00000001962	4	4	2	0	9	0	0	0	0	0	4	1	0	0	4	1	1	7	4	5	1	1	1	0	118	99	136	0	3	1	0	0	1	4	4	1
ENSBTAG00000001965	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000001968	3	1	2	1	2	0	0	1	0	1	0	0	2	3	2	2	1	5	1	1	2	1	0	1	559	783	660	4	3	2	1	0	4	5	3	1
ENSBTAG00000001969	0	2	1	0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	3	2	2	0	0	0	5	5	2	1	3	2	0	0	1	1	0	0
ENSBTAG00000001975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000001976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSBTAG00000001977	5	10	0	2	1	0	0	0	1	1	3	7	5	2	1	1	0	0	2	14	1	1	0	1	351	436	418	1	3	0	1	0	0	3	0	2
ENSBTAG00000001979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	0
ENSBTAG00000001983	2	4	0	2	1	2	1	3	0	2	0	0	0	1	0	2	0	0	3	3	0	2	2	1	78	50	93	3	5	1	1	2	2	3	1	2
ENSBTAG00000001985	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSBTAG00000001987	26	20	11	8	1	1	0	2	4	7	17	6	7	4	5	11	9	1	5	24	4	10	4	5	594	593	635	17	14	0	1	0	9	9	6	7
ENSBTAG00000001988	31	33	18	51	31	17	21	7	8	23	38	17	19	20	30	13	20	13	12	91	10	37	19	16	817	494	873	36	20	9	11	2	11	27	15	9
ENSBTAG00000001992	11	14	7	14	9	11	1	1	0	5	15	3	10	10	11	6	40	3	12	38	2	2	13	3	378	494	443	8	4	2	1	0	11	4	3	2
ENSBTAG00000001994	6	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001996	8	9	0	6	4	0	1	0	0	2	0	0	0	7	4	4	5	8	2	12	6	0	4	4	254	148	333	13	13	1	3	1	3	9	5	5
ENSBTAG00000001997	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001999	15	25	11	10	16	13	9	13	6	9	17	3	11	5	4	11	0	15	5	22	4	0	15	4	101	127	129	20	28	23	18	9	24	20	13	7
ENSBTAG00000002000	3	7	5	18	4	0	0	11	1	12	7	4	8	1	6	7	3	6	5	9	7	6	13	7	76	46	72	4	5	1	0	1	2	3	2	0
ENSBTAG00000002001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002002	3	5	0	3	0	0	2	0	0	1	1	0	1	0	0	4	0	0	1	19	0	1	1	3	358	398	383	10	6	8	2	0	4	17	5	2
ENSBTAG00000002004	3	1	1	10	0	4	0	0	1	5	11	8	31	8	5	1	5	3	0	9	2	4	0	2	274	271	286	8	4	2	0	0	4	4	4	0
ENSBTAG00000002006	108	51	64	18	5	26	35	0	1	40	34	3	28	39	41	34	137	22	19	145	15	14	41	60	674	706	1384	6	11	5	5	0	4	11	5	2
ENSBTAG00000002007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
ENSBTAG00000002010	25	87	80	17	15	5	46	9	1	47	16	9	8	18	19	111	25	40	64	30	35	15	83	28	292	127	267	5	6	2	0	1	9	3	2	3
ENSBTAG00000002011	0	0	0	0	1	0	0	0	0	0	4	0	0	4	3	0	0	0	0	3	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
ENSBTAG00000002012	3	12	3	17	2	0	0	5	4	0	2	8	21	5	2	1	2	0	1	16	2	9	1	0	477	533	443	6	3	0	0	0	1	7	0	0
ENSBTAG00000002014	6	11	8	8	1	2	0	1	1	3	17	4	6	5	2	3	5	6	3	15	0	6	4	0	465	386	490	8	8	1	1	0	6	8	6	3
ENSBTAG00000002015	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	99	88	2	0	0	0	0	0	2	0	0
ENSBTAG00000002016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002018	29	25	17	42	11	12	12	4	8	12	33	8	1	33	9	19	31	4	13	56	6	16	19	12	968	594	1022	27	17	6	12	6	7	24	18	2
ENSBTAG00000002019	1	0	0	0	3	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
ENSBTAG00000002020	14	9	0	5	6	0	10	1	2	1	1	10	0	2	11	8	1	3	3	18	3	4	2	6	498	542	624	4	0	4	5	1	3	4	3	1
ENSBTAG00000002021	6	4	0	11	3	9	0	4	1	1	7	9	3	5	10	2	3	4	5	10	0	21	0	7	56	33	59	4	1	1	1	1	1	4	4	2
ENSBTAG00000002023	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	4	0	0	0	1	0	0	0	0	0	2	0	1	0	0
ENSBTAG00000002024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002025	0	1	0	0	12	9	0	0	0	0	7	6	1	0	3	2	0	6	0	1	0	0	0	0	45	32	47	0	2	0	1	0	1	6	1	0
ENSBTAG00000002026	115	126	32	213	92	58	32	32	32	74	196	92	180	42	52	63	53	56	31	248	47	101	67	41	7536	6645	6474	139	126	56	53	12	99	134	93	31
ENSBTAG00000002027	0	0	0	1	0	0	1	0	0	0	3	0	0	2	1	0	0	0	1	0	0	0	0	0	14	6	4	1	0	0	0	1	0	1	0	0
ENSBTAG00000002028	7	10	0	9	17	8	3	7	10	6	9	7	22	9	2	17	4	6	5	11	7	24	8	4	99	139	125	18	15	16	17	9	22	18	8	6
ENSBTAG00000002029	0	1	0	9	2	0	0	0	0	1	4	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002033	2	1	0	4	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	3	0	0	0	0	329	424	396	4	3	2	1	0	2	2	2	2
ENSBTAG00000002034	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	5	13	0	1	0	0	0	0	0	0	0
ENSBTAG00000002035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	28	0	1	1	1	0	0	0	0	0
ENSBTAG00000002036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	4	9	2	0	0	0	0	0	1	2	0
ENSBTAG00000002037	1	5	0	3	2	0	0	0	0	3	3	4	2	0	0	6	1	0	2	5	0	0	2	1	112	78	150	1	2	3	1	0	0	3	1	1
ENSBTAG00000002038	72	57	38	180	56	44	11	28	54	39	164	61	237	58	35	39	41	16	14	122	39	91	39	37	6004	3936	5284	98	92	13	25	1	35	96	51	21
ENSBTAG00000002039	0	4	0	1	2	0	0	0	0	0	1	0	0	2	0	2	0	3	2	3	1	1	0	2	120	74	156	3	1	0	0	0	1	2	1	0
ENSBTAG00000002041	6	13	2	7	5	0	4	1	1	5	4	3	0	4	9	9	7	4	1	4	0	18	10	1	1201	744	1442	24	21	10	5	2	24	24	19	6
ENSBTAG00000002042	0	7	1	1	2	0	0	1	2	1	1	0	0	1	1	1	3	1	1	4	3	2	2	2	153	76	167	4	1	1	0	0	2	1	0	1
ENSBTAG00000002043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002044	0	3	0	0	0	0	0	0	0	2	0	0	3	5	3	1	1	1	0	2	0	0	4	1	26	15	32	1	2	0	0	0	2	2	1	2
ENSBTAG00000002045	3	2	6	4	0	0	3	0	4	2	7	0	8	6	3	0	15	3	1	7	0	8	6	0	386	234	436	5	2	1	1	1	1	6	2	2
ENSBTAG00000002046	114	123	58	190	158	76	49	69	54	95	137	70	124	147	129	135	160	69	103	242	60	297	108	90	104	28	91	146	180	38	56	24	156	151	99	53
ENSBTAG00000002048	5	17	3	2	3	0	0	2	0	3	14	4	1	15	7	11	4	5	4	27	4	2	3	6	351	364	446	5	2	1	3	0	4	7	4	2
ENSBTAG00000002049	11	10	2	9	11	3	1	1	0	3	7	6	5	2	14	9	18	11	0	22	3	6	2	4	128	111	159	5	2	0	0	0	1	5	4	2
ENSBTAG00000002050	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	18	12	19	0	0	0	0	0	0	0	0	0
ENSBTAG00000002051	10	10	6	3	0	0	1	0	0	7	3	0	0	15	9	3	3	1	0	7	1	8	0	3	506	214	564	5	6	3	0	0	4	8	3	2
ENSBTAG00000002052	12	59	27	33	6	15	25	6	1	14	9	0	3	24	79	113	90	32	44	87	14	76	40	28	116	60	187	9	14	3	7	8	21	14	10	16
ENSBTAG00000002055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	23	2	1	0	0	0	0	2	0	2
ENSBTAG00000002056	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	4	1	0	1	0	29	13	26	0	0	1	0	1	0	3	0	0
ENSBTAG00000002058	8	22	5	7	5	0	5	4	2	10	10	1	5	9	5	50	28	19	13	9	3	8	22	7	118	108	85	58	34	26	24	32	59	64	20	35
ENSBTAG00000002059	4	7	0	2	6	0	0	0	5	3	2	0	0	3	2	3	0	0	0	7	0	1	1	1	102	77	133	4	1	7	6	2	3	2	5	3
ENSBTAG00000002060	60	48	9	112	46	21	1	13	19	29	50	43	179	27	14	8	18	12	5	61	17	41	26	9	5022	3029	4621	59	40	6	6	0	19	62	21	5
ENSBTAG00000002062	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002065	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	18	11	17	0	0	0	0	0	0	0	0	0
ENSBTAG00000002066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	2
ENSBTAG00000002068	9	25	9	28	9	5	2	0	3	7	13	5	16	15	17	8	9	12	4	64	2	14	6	5	2859	1456	3351	51	46	5	10	1	14	32	25	10
ENSBTAG00000002069	5	42	2	17	3	4	11	1	2	4	8	3	3	16	58	22	19	20	11	21	3	50	8	6	10393	4879	11226	51	13	4	27	0	23	125	47	8
ENSBTAG00000002070	26	36	19	31	26	11	4	18	9	30	5	6	14	37	31	35	20	15	21	49	17	85	37	21	12	5	28	61	67	15	25	11	40	48	24	21
ENSBTAG00000002071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002072	15	7	7	3	14	0	0	6	7	5	7	12	2	4	7	7	39	3	10	79	8	10	10	8	154	87	176	2	1	0	0	0	1	5	2	1
ENSBTAG00000002073	2	5	0	6	0	0	0	0	0	3	0	1	4	0	3	0	3	1	1	8	4	0	0	2	305	342	313	5	4	1	0	0	1	3	1	1
ENSBTAG00000002075	4	0	0	0	0	0	0	0	0	0	0	3	20	1	3	1	2	0	0	0	0	1	1	0	2	16	9	0	0	0	0	0	0	0	0	0
ENSBTAG00000002076	2	0	0	3	0	0	0	0	1	3	1	2	4	0	0	0	0	0	0	8	0	0	1	0	30	33	35	1	1	0	0	0	0	0	2	0
ENSBTAG00000002078	2	10	3	2	3	0	5	1	1	3	0	1	3	0	3	5	2	3	1	0	0	0	2	3	512	328	644	10	3	0	2	0	1	12	4	5
ENSBTAG00000002080	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000002082	26	123	16	36	15	10	96	8	2	32	10	11	29	72	62	29	119	42	79	32	11	18	20	11	2683	2701	1691	2	1	0	1	0	0	6	3	1
ENSBTAG00000002083	0	12	4	2	0	0	1	0	0	4	0	0	0	0	2	1	0	0	2	1	0	1	0	0	5	3	12	0	0	0	0	0	0	0	0	0
ENSBTAG00000002084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002086	14	27	26	7	5	5	11	6	1	10	10	5	2	3	11	17	0	1	6	33	6	5	5	6	842	926	1141	28	10	17	6	0	17	19	13	11
ENSBTAG00000002087	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002089	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0
ENSBTAG00000002090	3	15	9	9	3	13	2	6	0	7	4	3	1	10	7	16	8	13	1	6	7	11	8	8	50	39	80	6	3	1	12	5	15	16	6	6
ENSBTAG00000002092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	1	0	0	0	3	0	0	0	1
ENSBTAG00000002094	23	6	3	16	6	0	0	0	0	5	4	6	26	5	9	6	0	1	4	19	1	5	4	3	202	142	194	7	2	0	0	1	2	1	1	3
ENSBTAG00000002095	4	5	1	1	0	0	0	0	0	6	1	0	0	9	1	1	0	1	1	4	1	2	0	3	218	104	231	6	2	0	1	0	4	10	5	2
ENSBTAG00000002096	3	33	2	13	0	3	4	0	0	2	4	4	57	2	9	7	2	6	2	10	0	8	3	3	3111	2913	3550	37	16	3	4	0	19	24	13	2
ENSBTAG00000002097	1	0	0	4	4	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000002098	1	2	4	2	0	0	0	1	1	2	1	0	0	2	1	1	0	0	0	3	0	0	0	4	64	25	86	1	1	0	0	0	0	0	4	1
ENSBTAG00000002099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSBTAG00000002100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	19	4	20	3	0	0	0	0	3	1	0	0
ENSBTAG00000002101	7	3	5	8	2	0	3	1	1	8	12	7	12	4	7	2	1	10	1	17	1	5	0	1	275	192	284	0	3	0	0	0	0	0	0	0
ENSBTAG00000002103	0	7	1	1	0	4	0	0	0	3	2	0	0	0	4	3	0	0	0	1	0	0	0	3	295	229	421	7	4	8	2	2	8	11	5	5
ENSBTAG00000002104	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000002105	2	2	0	3	1	7	0	0	0	4	1	1	0	3	0	0	3	0	0	1	2	1	0	1	263	192	277	1	0	0	0	0	0	3	1	0
ENSBTAG00000002107	1	0	1	0	6	0	5	0	0	0	0	0	0	0	1	1	4	0	0	1	0	0	0	0	6	3	3	0	0	0	0	0	0	0	0	0
ENSBTAG00000002108	27	14	6	28	17	12	3	2	5	13	50	10	45	15	14	3	27	6	8	56	5	21	10	6	1231	1279	1216	20	9	3	2	0	5	13	7	4
ENSBTAG00000002110	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002112	0	1	0	1	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	5	0	1	0	0	96	99	110	0	0	0	0	0	2	0	1	1
ENSBTAG00000002113	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	54	68	0	0	0	1	0	0	1	0	0
ENSBTAG00000002115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0
ENSBTAG00000002116	4	3	8	1	1	0	3	4	0	1	0	0	0	2	3	3	8	3	3	8	1	2	5	2	154	124	152	12	6	2	5	4	2	12	3	9
ENSBTAG00000002117	0	0	0	1	0	4	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	17	36	38	3	0	1	1	0	0	0	0	0
ENSBTAG00000002121	4	2	4	7	0	0	3	3	1	4	0	0	1	5	4	4	10	5	2	5	2	1	0	6	210	104	223	16	12	2	1	0	5	6	7	2
ENSBTAG00000002122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000002123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002125	0	1	0	1	0	0	0	0	0	1	1	2	0	0	0	1	0	1	1	1	0	2	6	7	146	147	151	6	5	10	1	6	2	2	5	3
ENSBTAG00000002126	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	2	0	1	0	0	27	25	39	1	0	0	0	0	0	0	0	1
ENSBTAG00000002127	6	3	0	4	0	0	0	1	0	0	1	0	0	0	0	2	8	0	0	10	0	3	2	1	1519	1756	1684	17	8	3	4	0	2	14	4	3
ENSBTAG00000002128	13	8	2	6	4	3	38	3	1	13	4	0	1	29	13	16	19	10	17	16	3	8	27	15	212	120	237	27	16	18	9	24	21	18	11	5
ENSBTAG00000002129	0	5	1	6	1	1	5	0	0	2	1	0	1	0	1	1	3	0	2	2	0	0	1	3	90	123	102	2	2	0	0	0	3	1	0	0
ENSBTAG00000002130	5	1	4	1	1	0	3	0	0	5	0	0	0	0	2	0	1	3	3	10	0	1	1	0	173	98	238	3	4	6	0	7	5	6	0	4
ENSBTAG00000002132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002134	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	1	3	0	8	2	0	0	1
ENSBTAG00000002135	3	9	1	12	4	0	22	0	0	4	5	2	23	5	12	3	9	6	11	2	0	3	4	1	482	485	432	5	1	2	1	0	0	0	4	1
ENSBTAG00000002136	3	1	0	0	2	0	0	0	0	0	0	0	0	2	0	4	0	1	0	1	0	0	0	0	144	67	202	8	5	1	2	0	2	9	2	0
